mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.07141923904418945,0.007293619828772524,0.001752614974975586,0.00024114734008093912,0.8,1.5,500,4,4,0.01,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 1.5, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",-0.05131870683034264,-0.06345330270131433,-0.08715893824895227,-0.058604278882344575,-0.06513380666573845,0.013429652186192256,13
0.012899219989776611,0.0006751677481282392,0.001489400863647461,5.681245099487409e-05,0.8,1.0,80,4,3,0.3,0.0,1.0,"{'subsample': 0.8, 'reg_lambda': 1, 'n_estimators': 80, 'min_child_weight': 4, 'max_depth': 3, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 1.0}",-0.04099367173512777,-0.05777021837234501,-0.08099714914957686,-0.0822384146054586,-0.06549986346562706,0.017180263416423525,14
0.018610715866088867,0.0021848311812990855,0.004102051258087158,0.0005122240033903014,0.6,1.0,40,1,2,0.1,0.0,0.9,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 40, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",-0.05285334761937462,-0.07040753555297856,-0.1044378479321798,-0.03651550372441611,-0.06605355870723727,0.0251945085217473,15
0.06787842512130737,0.017446757715335312,0.002589404582977295,0.0010458608428723921,0.6,1.0,300,4,6,0.03,0.0,0.6,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 300, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-0.060717067877451604,-0.07101766856511438,-0.09484575192133589,-0.03866002829869589,-0.06631012916564945,0.020200576141403786,16
0.015072762966156006,0.001464802871887089,0.0020343661308288574,0.0005794419948383497,0.6,2.0,40,1,2,0.03,0.0,1.0,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 40, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 1.0}",-0.05831509176890056,-0.07522986920674646,-0.10528018077214563,-0.02867383225758872,-0.06687474350134534,0.02773699242504739,17
0.01782768964767456,0.002664497124610633,0.001503288745880127,5.514801988694469e-05,0.8,1.0,100,4,8,0.03,0.0,0.9,"{'subsample': 0.8, 'reg_lambda': 1, 'n_estimators': 100, 'min_child_weight': 4, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.9}",-0.05737326717376712,-0.07182815265655522,-0.09133917093276982,-0.049536902427673356,-0.06751937329769138,0.015908025231062148,18
0.01450437307357788,0.00618746953276181,0.0018176436424255371,0.00029544623951525175,0.6,2.0,60,4,2,0.3,0.0,0.9,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 60, 'min_child_weight': 4, 'max_depth': 2, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 0.9}",-0.06901985581715904,-0.076006994565328,-0.09693690141042077,-0.030441794554392516,-0.06810138658682507,0.024047214030048808,19
0.03404712677001953,0.01252939216796814,0.0022858381271362305,0.0011280610546817857,0.9,2.0,100,1,6,0.1,0.0,0.8,"{'subsample': 0.9, 'reg_lambda': 2, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-0.05578680181503296,-0.07740325323740645,-0.10221640268961592,-0.039697671572367366,-0.06877603232860567,0.023489138362738266,20
0.006210029125213623,0.0005684855263607728,0.002199530601501465,0.00045448930535450533,0.9,1.0,10,4,8,0.1,0.0,0.8,"{'subsample': 0.9, 'reg_lambda': 1, 'n_estimators': 10, 'min_child_weight': 4, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-0.07331441020965579,-0.08053096723556523,-0.08729861179987593,-0.035602940877278666,-0.0691867325305939,0.02001025122619676,21
0.01044762134552002,0.00043332924375753205,0.001659393310546875,9.80359976706311e-05,0.9,1.0,40,1,8,0.03,0.0,0.8,"{'subsample': 0.9, 'reg_lambda': 1, 'n_estimators': 40, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.8}",-0.06105058733622234,-0.07467953952153528,-0.1039297978083293,-0.037339672088623065,-0.0692498991886775,0.024071080526455305,22
